feature_p1,feature_p2,feature_p3,feature_s1,feature_s2,feature_s3,vibration,vertical_acceleration_mps2,acoustic_db,timestamp,lift_identifier,failure_type
1522,38.0,33.0,297.4,308.6,5418.873769,43.959348730009694,1.0402470399825932,82.86441012075419,2025-10-05 03:32:00.782208,WP PMA 80467,door close delay
1424,42.8,140.0,301.9,309.7,5281.364929,1.9778914487890225,0.0419254889147738,59.065709729955536,2025-10-05 03:34:57.782208,WP PMA 80467,No failure
1482,43.6,154.0,301.7,311.2,5509.350625,4.091380092299128,0.05195262656015244,61.063495554051805,2025-10-05 03:35:09.782208,WP PMA 80467,No failure
1550,36.8,159.0,301.4,310.6,5257.265049,4.000120030401996,0.18033890944261255,62.730350443568284,2025-10-05 03:36:07.782208,WP PMA 80271,No failure
1497,46.0,234.0,303.3,311.4,5278.167801,4.897801345968063,0.03701119667850084,58.975110135312974,2025-10-05 03:40:51.782208,WP PMA 80466,No failure
1512,44.9,86.0,301.0,310.4,5260.310784,39.36836299538538,1.6935308256837749,96.5270926355088,2025-10-05 03:46:49.782208,WP PMA 80271,door open delay
1620,34.1,89.0,299.2,308.4,5386.385664,45.8446025594114,0.5034314840442716,96.88632719093115,2025-10-05 03:54:48.782208,WP PMA 80466,door open delay
1431,48.5,25.0,300.8,311.9,5490.069025,1.8741479397462477,0.06485415852437423,61.58488281002588,2025-10-05 04:15:01.782208,WP PMA 80466,No failure
1513,40.0,51.0,300.4,311.7,5244.077056,25.14323664801961,0.5049198162018053,96.51196761417759,2025-10-05 04:37:47.782208,WP PMA 80466,door close delay
1443,43.7,217.0,300.7,311.8,5245.090929,4.801611062650446,0.038483394947691346,64.73814407925954,2025-10-05 04:39:00.782208,WP PMA 80466,No failure
1375,46.4,48.0,298.7,308.5,5373.476416,26.69484987609539,0.88461271440945,80.9906377364198,2025-10-05 04:39:37.782208,WP PMA 80467,door close delay
1509,46.6,125.0,300.3,309.9,5514.5476,20.02023079033625,0.7215698637292967,88.48214630717786,2025-10-05 04:41:38.782208,WP PMA 80271,door close delay
1557,31.6,52.0,300.8,310.9,5520.044209,23.535299894024025,1.8677102114598112,91.6199465983229,2025-10-05 04:44:21.782208,WP PMA 80466,door open delay
1331,49.0,121.0,298.9,310.2,5409.6025,1.842555425445236,0.11311964975851095,63.1603873343942,2025-10-05 04:58:47.782208,WP PMA 80467,No failure
1598,35.4,186.0,300.9,310.6,5516.775625,4.270409785302356,0.11979941538001583,59.88809962489853,2025-10-05 05:08:37.782208,WP PMA 80467,No failure
2023,19.1,74.0,302.5,311.8,5502.375684,4.754864386006031,0.1910649855027273,59.53056520899101,2025-10-05 05:15:23.782208,WP PMA 80466,No failure
1547,36.8,186.0,298.0,307.7,5369.9584,1.5563803862232826,0.14251249143744874,57.1152386252542,2025-10-05 05:34:34.782208,WP PMA 80466,No failure
1410,45.8,71.0,298.1,308.1,5382.569956,27.52074409551031,0.5276270527141842,96.37082823466986,2025-10-05 05:39:12.782208,WP PMA 80466,drive delay
1323,51.1,130.0,297.4,308.7,5479.700625,42.30312527421579,0.671909255936029,90.0225145439153,2025-10-05 05:47:50.782208,WP PMA 80467,signal delay
1390,43.3,221.0,297.6,309.2,5451.607225,28.963313423812117,1.223664621780105,96.11862697857715,2025-10-05 06:11:21.782208,WP PMA 80466,door close delay
1530,42.3,21.0,302.3,311.5,5507.866225,30.450301760589426,1.1058661088010444,87.95387877662486,2025-10-05 06:16:03.782208,WP PMA 80467,signal delay
1540,37.8,7.0,298.4,308.0,5372.89,2.49537713838248,0.09128509309706842,56.64929627100103,2025-10-05 06:33:43.782208,WP PMA 80466,No failure
1462,37.5,118.0,303.4,312.6,5496.443044,1.1497135098153013,0.09966994797247475,59.29121367081828,2025-10-05 06:35:48.782208,WP PMA 80466,No failure
1379,54.7,91.0,298.3,308.9,5401.956004,3.555632866905329,0.11579463656160445,55.94920527359893,2025-10-05 06:35:50.782208,WP PMA 80467,No failure
1661,38.2,82.0,298.1,309.0,5482.513936,35.00952125655859,1.783869388811883,99.12664194372854,2025-10-05 06:37:38.782208,WP PMA 80466,door open delay
1444,48.7,9.0,302.7,312.4,5269.888836,4.591224395208984,0.15805687322880174,55.29663817336128,2025-10-05 06:52:36.782208,WP PMA 80467,No failure
1451,45.3,183.0,301.4,310.5,5511.874564,32.175175006445365,1.5074271932726768,89.3904760538535,2025-10-05 06:56:29.782208,WP PMA 80467,Random failure
1654,31.4,171.0,297.1,308.4,5347.704384,1.0699016896492133,0.07851860502784183,62.408632031654996,2025-10-05 06:59:58.782208,WP PMA 80466,No failure
1609,27.6,108.0,300.7,310.6,5252.045841,27.408002308158085,1.5516235058130665,90.91280030971026,2025-10-05 07:00:40.782208,WP PMA 80466,door close delay
1485,40.7,57.0,298.1,308.2,5466.975721,3.360657846393536,0.05830145494456169,59.02831362295492,2025-10-05 07:02:26.782208,WP PMA 80467,No failure
1451,45.3,183.0,301.4,310.5,5511.874564,32.175175006445365,1.5074271932726768,89.3904760538535,2025-10-05 07:10:44.782208,WP PMA 80466,Random failure
1486,38.9,106.0,300.7,310.9,5518.558369,27.887507757506174,1.9882297442715522,90.94967991009187,2025-10-05 07:24:36.782208,WP PMA 80467,door close delay
2157,17.8,17.0,302.0,310.7,5282.963856,26.262641810156918,1.6362138319307393,90.81689443895104,2025-10-05 07:27:08.782208,WP PMA 80467,signal delay
1512,43.6,92.0,296.5,307.6,5341.417225,4.746559696401474,0.07336328454680408,59.98118378257301,2025-10-05 07:29:04.782208,WP PMA 80466,No failure
1629,32.5,45.0,298.1,309.9,5446.587601,23.75340627019404,1.9241090702893169,87.54583502901593,2025-10-05 07:49:29.782208,WP PMA 80467,door close delay
1553,41.0,179.0,299.7,309.6,5375.382489,4.3391472072854755,0.19086316917296844,63.19369811913788,2025-10-05 08:05:36.782208,WP PMA 80466,No failure
2157,17.8,17.0,302.0,310.7,5282.963856,26.262641810156918,1.6362138319307393,90.81689443895104,2025-10-05 08:11:54.782208,WP PMA 80271,signal delay
1530,35.7,80.0,300.2,310.4,5501.1889,4.814561400470502,0.03948689355058516,56.422973610224815,2025-10-05 08:31:55.782208,WP PMA 80466,No failure
1623,33.4,74.0,297.5,309.3,5450.130625,35.32667695115313,1.498253405644066,95.89964159155058,2025-10-05 08:33:21.782208,WP PMA 80466,door close delay
1387,45.5,166.0,298.0,307.5,5380.809316,3.7924947814253813,0.12070098501974881,56.47936621870577,2025-10-05 08:37:56.782208,WP PMA 80466,No failure
1789,25.5,114.0,300.9,311.2,5252.770576,29.099466842190104,1.738325870197019,93.84443719569134,2025-10-05 08:39:49.782208,WP PMA 80271,signal delay
1524,40.4,124.0,301.5,310.9,5509.499076,2.0417389186725345,0.012057563177112488,64.77185524943437,2025-10-05 08:46:50.782208,WP PMA 80467,No failure
1493,38.7,217.0,300.9,312.0,5490.365409,2.9166484493711584,0.10894092016641169,60.80717440587258,2025-10-05 09:19:25.782208,WP PMA 80271,No failure
1479,43.5,143.0,297.8,308.4,5316.888889,0.11750315022365301,0.06356567583572668,62.60051659041884,2025-10-05 09:43:59.782208,WP PMA 80271,No failure
1360,52.8,176.0,302.2,311.2,5446.882809,2.308619383002626,0.14426595470821119,63.69216828765521,2025-10-05 09:45:32.782208,WP PMA 80467,No failure
1402,48.6,76.0,303.7,312.0,5474.5201,0.638669127925917,0.09648844012940896,57.063833737455326,2025-10-05 09:50:43.782208,WP PMA 80467,No failure
1530,34.5,71.0,300.0,309.9,5250.306681,1.0926084532481375,0.08134615226873718,56.51813572075,2025-10-05 09:53:37.782208,WP PMA 80467,No failure
1385,54.8,173.0,300.5,311.6,5495.701689,3.9025074713614982,0.16263076512482755,64.72332713301564,2025-10-05 10:14:38.782208,WP PMA 80271,No failure
1488,41.9,196.0,297.8,308.5,5460.175449,45.36625728238058,0.586463643662795,88.59180885604579,2025-10-05 10:18:36.782208,WP PMA 80271,Random failure
1436,54.1,90.0,301.4,310.7,5512.320025,48.21507638039077,1.0595772874397975,95.62059277481504,2025-10-05 10:30:37.782208,WP PMA 80466,signal delay
1648,29.6,157.0,302.0,310.3,5284.272249,45.846751847405464,1.916727041356644,80.06354773317213,2025-10-05 10:32:50.782208,WP PMA 80271,drive delay
1589,36.0,190.0,299.7,310.8,5467.419364,24.81802571081649,1.7230158856927384,92.27456179038798,2025-10-05 10:35:14.782208,WP PMA 80466,drive delay
1767,24.8,196.0,299.3,308.9,5378.462244,3.421202641869666,0.1549956108817944,56.44357695356947,2025-10-05 10:59:22.782208,WP PMA 80467,No failure
1680,33.7,185.0,298.1,308.3,5464.462084,40.53621110002542,1.861302562403293,99.0882319471089,2025-10-05 11:12:32.782208,WP PMA 80466,signal delay
1528,46.3,203.0,296.7,308.1,5331.628324,27.188963976400803,1.6875662775840243,86.29292509365149,2025-10-05 11:24:49.782208,WP PMA 80466,signal delay
1581,47.4,51.0,298.1,308.7,5470.525369,49.33111180790905,0.5420956171257758,97.1445135404005,2025-10-05 12:00:42.782208,WP PMA 80271,door close delay
1560,39.0,141.0,297.5,308.0,5470.0816,0.4184870948625089,0.051392048691489584,57.91992297851195,2025-10-05 12:08:10.782208,WP PMA 80467,No failure
1597,37.2,16.0,295.5,306.0,5431.100416,27.77411025179005,1.0458909826573568,84.61157931227865,2025-10-05 12:11:42.782208,WP PMA 80467,door open delay
1629,32.5,45.0,298.1,309.9,5446.587601,23.75340627019404,1.9241090702893169,87.54583502901593,2025-10-05 12:20:59.782208,WP PMA 80466,door close delay
1412,45.4,147.0,299.7,309.2,5399.898256,2.952568693119903,0.06827602091323288,62.82893018771781,2025-10-05 12:23:01.782208,WP PMA 80271,No failure
1564,34.1,,298.9,308.7,5470.229521,2.7945065741696746,0.09898897850420203,63.01793616778593,2025-10-05 13:03:16.782208,WP PMA 80466,No failure
1488,41.9,196.0,297.8,308.5,5460.175449,45.36625728238058,0.586463643662795,88.59180885604579,2025-10-05 13:17:23.782208,WP PMA 80271,Random failure
1537,35.4,120.0,300.0,311.4,5493.477924,1.7918733210592486,0.16589695926725362,62.27674481695848,2025-10-05 13:38:13.782208,WP PMA 80271,No failure
1349,46.1,148.0,302.4,310.9,5453.084025,2.7782642195638116,0.15849885510537282,61.06057053523166,2025-10-05 13:41:24.782208,WP PMA 80467,No failure
1315,48.9,127.0,298.5,309.5,5355.458761,41.06519945448606,1.6344147895833567,95.67090294936038,2025-10-05 13:47:06.782208,WP PMA 80271,door close delay
1484,43.8,124.0,298.9,310.3,5352.531921,4.8031618406031935,0.18026890064204737,56.45043978813248,2025-10-05 14:02:20.782208,WP PMA 80271,No failure
1588,41.3,0.0,299.6,309.1,5372.157025,26.46854447660091,1.4917981431887635,95.72411595126835,2025-10-05 14:34:33.782208,WP PMA 80466,Random failure
1340,47.8,54.0,302.2,310.8,5455.004164,3.841036329143422,0.09156677213992408,56.37297705730141,2025-10-05 14:38:38.782208,WP PMA 80467,No failure
1348,53.7,68.0,297.4,308.1,5476.444009,33.10520166867137,0.9345701870889231,84.5290198629316,2025-10-05 14:41:20.782208,WP PMA 80467,signal delay
1446,41.9,32.0,297.5,308.5,5321.118916,0.6729970663338443,0.04990491570180689,56.93803835719363,2025-10-05 14:41:48.782208,WP PMA 80467,No failure
1450,44.7,14.0,298.8,308.2,5360.143369,2.2467290904040342,0.10341749325862845,55.79358789981198,2025-10-05 14:42:30.782208,WP PMA 80466,No failure
1661,38.2,82.0,298.1,309.0,5482.513936,35.00952125655859,1.783869388811883,99.12664194372854,2025-10-05 15:00:39.782208,WP PMA 80271,door open delay
1513,40.0,51.0,300.4,311.7,5244.077056,25.14323664801961,0.5049198162018053,96.51196761417759,2025-10-05 15:01:05.782208,WP PMA 80467,door close delay
1567,36.4,114.0,302.0,310.4,5449.540041,2.777297153603363,0.13318837542988407,62.66075266269972,2025-10-05 15:09:47.782208,WP PMA 80466,No failure
1298,57.5,57.0,302.5,311.9,5505.046416,48.88448593685028,1.744296866483037,88.80251842704857,2025-10-05 15:10:51.782208,WP PMA 80271,door close delay
1507,45.7,192.0,298.7,308.4,5461.505604,4.122222058685485,0.14956823740306638,63.066736182124785,2025-10-05 15:14:17.782208,WP PMA 80271,No failure
1489,38.9,179.0,301.4,310.9,5513.211001,46.01291865485403,1.7532549414630427,85.77953653546403,2025-10-05 15:23:46.782208,WP PMA 80271,door open delay
1347,55.3,139.0,299.7,309.1,5369.811841,3.2139215696708443,0.19848068896525947,57.80594650273205,2025-10-05 15:30:01.782208,WP PMA 80466,No failure
1789,25.5,114.0,300.9,311.2,5252.770576,29.099466842190104,1.738325870197019,93.84443719569134,2025-10-05 15:55:28.782208,WP PMA 80271,signal delay
1610,33.1,161.0,302.4,311.0,5292.853504,1.6738096051250089,0.1106361910553273,60.74322186921468,2025-10-05 16:16:28.782208,WP PMA 80271,No failure
1804,25.1,118.0,298.1,308.9,5284.126864,39.21335321839662,1.9275975390562305,80.33006919824466,2025-10-05 16:21:40.782208,WP PMA 80467,door open delay
1441,43.2,132.0,298.7,308.4,5311.348641,1.6538701653620689,0.10388231246547557,63.38940530783338,2025-10-05 16:26:45.782208,WP PMA 80466,No failure
1597,37.2,16.0,295.5,306.0,5431.100416,27.77411025179005,1.0458909826573568,84.61157931227865,2025-10-05 16:35:28.782208,WP PMA 80467,door open delay
1680,33.7,185.0,298.1,308.3,5464.462084,40.53621110002542,1.861302562403293,99.0882319471089,2025-10-05 16:43:02.782208,WP PMA 80467,signal delay
1811,26.8,47.0,300.5,311.7,5244.077056,1.618152320046085,0.12911540540261937,56.49639235520216,2025-10-05 16:44:45.782208,WP PMA 80467,No failure
1348,53.7,68.0,297.4,308.1,5476.444009,33.10520166867137,0.9345701870889231,84.5290198629316,2025-10-05 17:08:35.782208,WP PMA 80467,signal delay
1742,30.0,37.0,298.6,309.2,5307.413904,0.9611998117534436,0.036829252853740224,63.854534125717045,2025-10-05 17:17:00.782208,WP PMA 80467,No failure
1310,48.8,103.0,301.1,310.6,5254.655121,36.17824182273196,1.4911480180915766,94.86845780453619,2025-10-05 17:23:21.782208,WP PMA 80271,door close delay
1732,28.8,152.0,297.7,309.2,5444.668944,0.7944411585158181,0.19861194250928477,63.71890331394987,2025-10-05 17:54:00.782208,WP PMA 80466,No failure
1588,33.4,204.0,297.1,308.4,5416.224025,38.83808741520501,1.6968130959118022,95.07069908070774,2025-10-05 17:55:51.782208,WP PMA 80466,door open delay
1373,44.8,221.0,299.3,310.0,5290.525696,2.581253142661448,0.06694273766498551,56.8459092382424,2025-10-05 17:59:33.782208,WP PMA 80271,No failure
1593,37.4,47.0,298.6,309.9,5351.654025,4.890197868229343,0.08430685645951178,55.7705809845005,2025-10-05 18:10:39.782208,WP PMA 80466,No failure
1436,47.5,32.0,298.7,310.2,5351.361409,3.847870937683996,0.06231378711305415,64.84735254801942,2025-10-05 18:26:21.782208,WP PMA 80466,No failure
1356,65.3,66.0,300.7,310.9,5520.044209,1.73008334331183,0.010568023437334215,57.0699465929694,2025-10-05 18:33:23.782208,WP PMA 80466,No failure
1390,43.3,221.0,297.6,309.2,5451.607225,28.963313423812117,1.223664621780105,96.11862697857715,2025-10-05 18:35:52.782208,WP PMA 80271,door close delay
1410,45.8,71.0,298.1,308.1,5382.569956,27.52074409551031,0.5276270527141842,96.37082823466986,2025-10-05 18:58:05.782208,WP PMA 80271,drive delay
1921,22.9,68.0,297.7,307.6,5360.436225,3.445536518890766,0.05474999699423315,57.26038191025013,2025-10-05 19:07:44.782208,WP PMA 80466,No failure
1717,26.8,27.0,301.9,310.7,5454.561025,2.2967255331525487,0.10057681128285792,63.49738420222873,2025-10-05 19:09:33.782208,WP PMA 80467,No failure
1530,42.3,21.0,302.3,311.5,5507.866225,30.450301760589426,1.1058661088010444,87.95387877662486,2025-10-05 19:10:37.782208,WP PMA 80271,signal delay
1572,36.2,199.0,300.1,311.4,5247.988249,2.625319218102533,0.15373901629294887,57.63537397596801,2025-10-05 19:28:11.782208,WP PMA 80467,No failure
1336,58.4,189.0,300.7,311.8,5495.553424,3.727900336239398,0.10080459465134813,60.520189035494376,2025-10-05 19:28:28.782208,WP PMA 80271,No failure
1529,38.1,96.0,297.9,309.2,5270.469604,0.6125027563035376,0.05256058687196739,64.32784655075906,2025-10-05 19:35:56.782208,WP PMA 80467,No failure
1406,50.2,119.0,300.5,310.0,5251.031296,1.2210782685623347,0.1866799981479054,60.59738152872911,2025-10-05 19:50:17.782208,WP PMA 80467,No failure
1565,35.3,,302.1,310.8,5454.117904,0.7621060024171864,0.10966580852079795,63.30163656634431,2025-10-05 19:52:29.782208,WP PMA 80466,No failure
1274,55.7,169.0,301.1,310.8,5516.478529,2.7392317388799916,0.169584276729417,59.83008120936003,2025-10-05 20:04:00.782208,WP PMA 80271,No failure
1449,44.5,152.0,302.3,311.7,5434.343524,29.801293682800324,1.9537263165480647,89.17307701084255,2025-10-05 20:16:15.782208,WP PMA 80466,door close delay
1995,20.2,105.0,300.9,310.9,5262.0516,1.921346043865757,0.1359085141644213,60.88230191020866,2025-10-05 20:24:09.782208,WP PMA 80271,No failure
1537,37.6,175.0,298.6,309.3,5284.853809,47.63082184931335,1.103793640179266,89.40004843997045,2025-10-05 20:27:25.782208,WP PMA 80466,signal delay
1651,33.3,0.0,298.8,310.6,5486.513041,3.080193077300916,0.11296363668011837,55.57932405620882,2025-10-05 20:29:39.782208,WP PMA 80466,No failure
1680,33.7,185.0,298.1,308.3,5464.462084,40.53621110002542,1.861302562403293,99.0882319471089,2025-10-05 20:44:05.782208,WP PMA 80467,signal delay
1564,37.5,15.0,298.5,308.2,5373.036601,2.9222531578873725,0.1451670912354258,56.8646172681974,2025-10-05 20:46:15.782208,WP PMA 80467,No failure
1473,40.3,125.0,299.3,309.1,5393.139844,1.377936989426608,0.14265470832196336,59.64747952247055,2025-10-05 21:17:05.782208,WP PMA 80271,No failure
1877,24.8,64.0,300.7,310.2,5258.570256,3.0437832656960295,0.09119104673493991,61.33192775696552,2025-10-05 21:18:49.782208,WP PMA 80466,No failure
1325,54.0,41.0,298.6,308.2,5390.643241,4.1034285814011096,0.15692825768238763,60.48319022526073,2025-10-05 21:28:21.782208,WP PMA 80271,No failure
1644,31.4,41.0,300.4,310.5,5502.6724,4.053460637568143,0.1731044291585811,56.997206567356955,2025-10-05 21:31:34.782208,WP PMA 80467,No failure
2157,17.8,17.0,302.0,310.7,5282.963856,26.262641810156918,1.6362138319307393,90.81689443895104,2025-10-05 21:42:52.782208,WP PMA 80271,signal delay
1398,38.2,50.0,300.8,310.9,5520.044209,2.694811711624516,0.18197993450282748,55.71453689572404,2025-10-05 21:49:44.782208,WP PMA 80466,No failure
1671,31.6,137.0,301.7,310.8,5316.888889,29.42162169453939,1.7513437119216573,96.732082886829,2025-10-05 21:54:30.782208,WP PMA 80466,door open delay
1599,33.0,7.0,300.9,310.8,5262.486849,1.1533642501012993,0.1555670335450516,64.55169457750347,2025-10-05 21:55:39.782208,WP PMA 80466,No failure
1680,33.7,185.0,298.1,308.3,5464.462084,40.53621110002542,1.861302562403293,99.0882319471089,2025-10-05 22:21:50.782208,WP PMA 80466,signal delay
1481,41.9,106.0,300.2,309.8,5259.295441,1.5214449948608764,0.12517551864992374,63.160785445045356,2025-10-05 22:34:35.782208,WP PMA 80466,No failure
1314,58.2,114.0,300.1,309.0,5412.250624,3.6541027973648808,0.17434986683367482,64.525216157644,2025-10-05 22:36:22.782208,WP PMA 80271,No failure
1316,57.6,43.0,300.8,311.4,5253.060484,1.4876325935497068,0.10996044671491337,61.1750927070786,2025-10-05 22:37:07.782208,WP PMA 80467,No failure
1419,42.4,90.0,300.6,310.0,5325.788484,1.2661555393308934,0.054823094478173406,63.976791852900696,2025-10-05 22:45:03.782208,WP PMA 80467,No failure
1351,52.2,44.0,299.0,309.0,5310.0369,3.913594146669015,0.10567483922627392,63.1388626554238,2025-10-05 22:50:05.782208,WP PMA 80466,No failure
1322,57.0,140.0,298.7,309.8,5349.752164,2.910189778453973,0.025753974388871656,56.52826425849964,2025-10-05 22:50:44.782208,WP PMA 80467,No failure
1550,34.9,111.0,301.0,312.3,5241.76,40.43445593905051,1.6685544741278708,90.85306688363391,2025-10-05 22:59:58.782208,WP PMA 80271,door open delay
1402,47.5,197.0,301.3,311.0,5513.359504,3.6921424202246427,0.04264399076259919,55.69004052325222,2025-10-05 23:07:22.782208,WP PMA 80467,No failure
1459,44.4,163.0,298.0,307.6,5372.303616,0.6040178931084063,0.07088263718552729,63.29890584828691,2025-10-05 23:21:23.782208,WP PMA 80467,No failure
1393,55.9,79.0,298.0,309.0,5281.074241,38.304028882010535,1.803235441130456,87.01367158265482,2025-10-05 23:41:12.782208,WP PMA 80467,door open delay
1523,34.7,181.0,301.7,310.5,5431.69,21.90800351979119,1.6851328885107058,85.86132528801342,2025-10-05 23:58:13.782208,WP PMA 80271,door open delay
1315,48.9,127.0,298.5,309.5,5355.458761,41.06519945448606,1.6344147895833567,95.67090294936038,2025-10-06 00:05:30.782208,WP PMA 80271,door close delay
1423,44.6,93.0,302.3,311.7,5266.840329,0.7215294121946866,0.04273640691206404,63.669072244939954,2025-10-06 00:07:11.782208,WP PMA 80467,No failure
1734,32.4,161.0,299.0,308.6,5390.4964,36.16471629499442,0.9531873013492951,95.43673005245326,2025-10-06 00:22:57.782208,WP PMA 80466,Random failure
1521,37.2,131.0,299.6,311.1,5467.715136,46.673454718591316,1.420389399153339,95.87920103880379,2025-10-06 00:32:43.782208,WP PMA 80467,door close delay
1523,43.3,60.0,301.8,310.7,5426.974224,2.90076654438381,0.17115605532531836,55.85851294911069,2025-10-06 00:47:55.782208,WP PMA 80466,No failure
1313,60.0,186.0,299.7,309.6,5376.702276,3.6132504662984037,0.02206164911667055,63.85538953029919,2025-10-06 00:50:36.782208,WP PMA 80466,No failure
1623,33.4,74.0,297.5,309.3,5450.130625,35.32667695115313,1.498253405644066,95.89964159155058,2025-10-06 00:54:52.782208,WP PMA 80271,door close delay
1686,28.9,59.0,301.7,310.2,5281.800976,41.80940364666146,1.806523433807369,93.02853967611605,2025-10-06 00:56:03.782208,WP PMA 80466,door open delay
1416,58.7,156.0,303.8,312.8,5272.2121,33.788869839697,1.2694095011541886,98.03901176263835,2025-10-06 00:59:02.782208,WP PMA 80467,door open delay
1416,58.7,156.0,303.8,312.8,5272.2121,33.788869839697,1.2694095011541886,98.03901176263835,2025-10-06 01:15:26.782208,WP PMA 80466,door open delay
1521,37.2,131.0,299.6,311.1,5467.715136,46.673454718591316,1.420389399153339,95.87920103880379,2025-10-06 01:18:55.782208,WP PMA 80466,door close delay
1523,40.9,141.0,299.3,310.8,5467.715136,32.60338432946594,1.4731501023736493,97.8371124133434,2025-10-06 01:23:32.782208,WP PMA 80467,door open delay
1544,35.9,132.0,298.4,307.9,5392.699225,4.005973368177211,0.030601368775469907,60.12060211492105,2025-10-06 01:32:35.782208,WP PMA 80271,No failure
1417,47.8,31.0,297.3,308.4,5419.020996,2.745900427115184,0.11719557562041664,64.9180707467447,2025-10-06 01:39:53.782208,WP PMA 80467,No failure
1906,21.2,110.0,302.4,310.1,5280.492889,27.30105111905368,0.7259684380530005,99.21154813216347,2025-10-06 01:41:53.782208,WP PMA 80467,door close delay
1467,39.6,,298.4,309.1,5402.25,21.422795318204866,0.5162020865393773,91.32636453399321,2025-10-06 01:58:39.782208,WP PMA 80271,door open delay
1530,42.3,21.0,302.3,311.5,5507.866225,30.450301760589426,1.1058661088010444,87.95387877662486,2025-10-06 02:08:40.782208,WP PMA 80271,signal delay
1587,34.2,141.0,299.0,310.6,5250.016849,1.6430619114245029,0.035312905358137796,56.44102928727638,2025-10-06 02:13:10.782208,WP PMA 80271,No failure
1463,45.5,196.0,300.6,310.6,5505.491601,0.9579816279015253,0.022462621810089733,61.814374708063205,2025-10-06 02:28:58.782208,WP PMA 80466,No failure
1650,33.8,38.0,300.1,311.3,5245.815184,4.0103368544510625,0.18019426691774423,60.265377375685105,2025-10-06 02:32:14.782208,WP PMA 80466,No failure
1470,45.9,132.0,296.8,307.5,5333.819089,3.862999350469203,0.10158203096726079,59.4744295117132,2025-10-06 02:38:38.782208,WP PMA 80467,No failure
1392,52.9,173.0,301.0,310.9,5254.365169,41.6977753684972,0.7231161539905369,99.45713980477058,2025-10-06 02:43:54.782208,WP PMA 80466,signal delay
1390,43.3,221.0,297.6,309.2,5451.607225,28.963313423812117,1.223664621780105,96.11862697857715,2025-10-06 02:51:57.782208,WP PMA 80271,door close delay
1592,34.2,153.0,299.1,308.5,5387.413201,3.5975605471300924,0.05722071088379123,59.80337980863389,2025-10-06 02:53:22.782208,WP PMA 80271,No failure
1255,60.7,77.0,297.5,308.6,5267.8564,4.515368805791235,0.15427771234605214,64.8672877024406,2025-10-06 02:55:18.782208,WP PMA 80467,No failure
1303,54.4,2.0,303.7,313.0,5274.535876,4.559837362615014,0.1418339890905505,63.955552471090826,2025-10-06 02:57:14.782208,WP PMA 80271,No failure
1754,26.9,209.0,302.9,312.3,5270.179216,31.064126655309654,0.7271846408765829,96.36983679144254,2025-10-06 03:10:38.782208,WP PMA 80467,signal delay
1433,48.8,191.0,300.2,309.4,5324.037156,1.3763267352774287,0.10283702948644237,58.500948891328925,2025-10-06 03:11:55.782208,WP PMA 80271,No failure
1589,36.0,190.0,299.7,310.8,5467.419364,24.81802571081649,1.7230158856927384,92.27456179038798,2025-10-06 03:38:42.782208,WP PMA 80466,drive delay
1536,34.5,154.0,300.4,309.6,5324.766841,0.736802980562857,0.1968631819714005,60.15735166662164,2025-10-06 03:42:41.782208,WP PMA 80271,No failure
1589,42.0,201.0,300.4,311.8,5247.118969,2.6597694579928612,0.09459770652862348,57.51004368981712,2025-10-06 03:46:25.782208,WP PMA 80466,No failure
1954,24.8,13.0,302.7,312.4,5269.888836,4.463150568808169,0.07238119386803261,59.71485240099891,2025-10-06 04:27:35.782208,WP PMA 80271,No failure
1428,43.4,26.0,300.7,310.7,5263.357401,2.0773663740956003,0.16035612839212846,59.24375366896942,2025-10-06 04:36:21.782208,WP PMA 80466,No failure
1811,24.0,84.0,301.2,310.6,5508.6084,3.1272005614907568,0.14456544034230384,60.827171302674,2025-10-06 04:36:56.782208,WP PMA 80271,No failure
1334,50.9,5.0,302.9,312.4,5501.485584,4.01134481704288,0.08081624947829452,62.017628232412406,2025-10-06 04:42:48.782208,WP PMA 80466,No failure
1578,34.5,127.0,298.2,307.8,5461.801216,3.363058774557512,0.0965597158457726,56.30974775703897,2025-10-06 05:05:19.782208,WP PMA 80466,No failure
1706,28.8,111.0,299.9,311.4,5493.626161,41.441868880496905,0.5863150585353729,86.83961198318863,2025-10-06 05:14:21.782208,WP PMA 80467,door close delay
1751,29.6,160.0,298.8,309.7,5252.770576,2.6725759229345165,0.13952425917056335,58.617421782306934,2025-10-06 05:30:18.782208,WP PMA 80466,No failure
1590,31.9,5.0,303.9,313.2,5491.551025,0.4984728438697549,0.08610726866324375,59.52488461443734,2025-10-06 05:32:24.782208,WP PMA 80271,No failure
1486,42.4,112.0,303.0,312.3,5505.936804,0.6921300162678589,0.1807829398314822,56.04295220285643,2025-10-06 05:54:29.782208,WP PMA 80466,No failure
1757,28.0,6.0,301.2,311.4,5507.717796,4.210962445840801,0.19346908875827712,59.90499612257267,2025-10-06 06:03:41.782208,WP PMA 80271,No failure
1489,40.7,212.0,299.0,309.7,5290.380225,1.2436121320079931,0.06635958215773784,62.30627288797086,2025-10-06 06:24:21.782208,WP PMA 80271,No failure
1595,35.4,15.0,300.4,311.0,5245.960041,40.671410585650555,1.7663676320787438,91.29257725331573,2025-10-06 06:34:18.782208,WP PMA 80467,door open delay
1502,43.2,139.0,297.6,308.3,5260.455841,45.25046550085902,0.681504933084405,84.61137984892757,2025-10-06 06:40:21.782208,WP PMA 80467,door close delay
